Unnamed: 0,regionpsgc,provincepsgc,municipalitycitypsgc,linelist_date,active_cases
520,020000000,021500000,021529000,2020-04-16,8
521,020000000,021500000,021529000,2020-04-17,8
522,020000000,021500000,021529000,2020-04-18,8
523,020000000,021500000,021529000,2020-04-19,3
524,020000000,021500000,021529000,2020-04-20,3
525,020000000,021500000,021529000,2020-04-21,3
526,020000000,021500000,021529000,2020-04-22,2
527,020000000,021500000,021529000,2020-04-23,2
528,020000000,021500000,021529000,2020-04-24,2
529,020000000,023100000,023101000,2020-04-01,3
530,020000000,023100000,023101000,2020-04-02,3
531,020000000,023100000,023101000,2020-04-03,3
532,020000000,023100000,023101000,2020-04-04,3
533,020000000,023100000,023101000,2020-04-05,3
534,020000000,023100000,023101000,2020-04-06,3
535,020000000,023100000,023101000,2020-04-07,3
536,020000000,023100000,023101000,2020-04-08,3
537,020000000,023100000,023101000,2020-04-09,3
538,020000000,023100000,023101000,2020-04-10,3
539,020000000,023100000,023101000,2020-04-11,3
540,020000000,023100000,023101000,2020-04-12,3
541,020000000,023100000,023101000,2020-04-13,3
542,020000000,023100000,023101000,2020-04-14,3
543,020000000,023100000,023101000,2020-04-15,2
544,020000000,023100000,023101000,2020-04-16,2
545,020000000,023100000,023101000,2020-04-17,2
546,020000000,023100000,023101000,2020-04-18,2
547,020000000,023100000,023101000,2020-04-19,1
548,020000000,023100000,023101000,2020-04-20,1
549,020000000,023100000,023101000,2020-04-21,1
550,020000000,023100000,023102000,2020-04-15,1
551,020000000,023100000,023106000,2020-04-01,1
552,020000000,023100000,023106000,2020-04-02,1
553,020000000,023100000,023106000,2020-04-03,1
554,020000000,023100000,023106000,2020-04-04,1
555,020000000,023100000,023106000,2020-04-05,1
556,020000000,023100000,023106000,2020-04-06,1
557,020000000,023100000,023106000,2020-04-07,1
558,020000000,023100000,023106000,2020-04-08,1
559,020000000,023100000,023106000,2020-04-09,1
560,020000000,023100000,023106000,2020-04-10,1
561,020000000,023100000,023106000,2020-04-11,1
562,020000000,023100000,023106000,2020-04-12,1
563,020000000,023100000,023106000,2020-04-13,1
564,020000000,023100000,023106000,2020-04-14,1
565,020000000,023100000,023106000,2020-04-15,1
566,020000000,023100000,023106000,2020-04-16,1
